MAE,RMSE,sMAPE,WAPE,model,group
505452.3147579969,589758.6717168305,48.07168217603547,0.413167952878017,lstm_exog,TRAIN_GROUP
111979.09052621288,138305.9018040069,26.105623118888335,0.270657349216547,lstm_exog,TEST_GROUP
