Store,MAE,RMSE,sMAPE,WAPE,model
1,107119.85435897432,148642.46744912077,6.740510808792551,0.0668659327566457,deepar_exog__hs80__nl2__do0.1__lr0.0005__bs32
2,89359.28961538462,122247.67953837063,4.684746946447228,0.04672865154613737,deepar_exog__hs80__nl2__do0.1__lr0.0005__bs32
3,33225.59320512821,42056.2661913535,8.006934354922379,0.07832678905359315,deepar_exog__hs80__nl2__do0.1__lr0.0005__bs32
4,124256.84602564103,159655.40270446744,5.814901828151534,0.05711414636356115,deepar_exog__hs80__nl2__do0.1__lr0.0005__bs32
5,26346.578044871792,34973.01707428634,8.102458923848802,0.07915050404732955,deepar_exog__hs80__nl2__do0.1__lr0.0005__bs32
6,97462.11564102561,128282.4877268775,6.250195507022394,0.062379748607182824,deepar_exog__hs80__nl2__do0.1__lr0.0005__bs32
7,73069.02048076924,86229.89276849975,12.521656032820355,0.12421546112581199,deepar_exog__hs80__nl2__do0.1__lr0.0005__bs32
8,47433.968333333345,70957.75133419049,5.185302482558684,0.051455389361953714,deepar_exog__hs80__nl2__do0.1__lr0.0005__bs32
9,36355.97753205129,48952.60628062309,6.486768154145395,0.0643997678458616,deepar_exog__hs80__nl2__do0.1__lr0.0005__bs32
10,139173.48679487177,167267.90643327753,7.481501337586104,0.0758855521563643,deepar_exog__hs80__nl2__do0.1__lr0.0005__bs32
11,84623.66730769232,113916.36518042217,6.204500127307569,0.061959903329032104,deepar_exog__hs80__nl2__do0.1__lr0.0005__bs32
12,80304.02884615384,104140.21261760681,7.903401663016723,0.07873057235633625,deepar_exog__hs80__nl2__do0.1__lr0.0005__bs32
13,114826.15910256405,142202.7110955895,5.754702006389102,0.05632899886481264,deepar_exog__hs80__nl2__do0.1__lr0.0005__bs32
14,239331.71487179486,304229.3796270773,12.92695776094849,0.13239339563468056,deepar_exog__hs80__nl2__do0.1__lr0.0005__bs32
15,44036.2578846154,54103.57860898668,7.3617117881587415,0.07500118547106993,deepar_exog__hs80__nl2__do0.1__lr0.0005__bs32
16,36789.467852564114,46713.32528828148,7.14205637860384,0.07137900469153917,deepar_exog__hs80__nl2__do0.1__lr0.0005__bs32
17,88184.66198717948,117635.80488275415,9.526741972234847,0.09387773914005453,deepar_exog__hs80__nl2__do0.1__lr0.0005__bs32
18,66580.7392948718,82698.652336522,6.402662273979682,0.06289104506050185,deepar_exog__hs80__nl2__do0.1__lr0.0005__bs32
19,78338.45487179486,96183.29914678838,5.591840257670422,0.05632022662624035,deepar_exog__hs80__nl2__do0.1__lr0.0005__bs32
20,127281.55551282047,174282.51379910504,6.051672454022782,0.060317364915659394,deepar_exog__hs80__nl2__do0.1__lr0.0005__bs32
21,66599.15237179487,76768.54162117583,9.181325193083948,0.09370657403409687,deepar_exog__hs80__nl2__do0.1__lr0.0005__bs32
22,54806.6108974359,70104.13919930995,5.432564438202912,0.05449727070868111,deepar_exog__hs80__nl2__do0.1__lr0.0005__bs32
23,90882.51705128205,129862.64811563707,6.444150493307134,0.06515307333010267,deepar_exog__hs80__nl2__do0.1__lr0.0005__bs32
24,79817.22166666668,105473.4695720741,5.8822638303148125,0.05921391374070732,deepar_exog__hs80__nl2__do0.1__lr0.0005__bs32
25,36226.7873076923,48906.56267521988,5.2253457949738165,0.05222116055040439,deepar_exog__hs80__nl2__do0.1__lr0.0005__bs32
26,67367.31455128205,87210.88408427325,6.687501167557871,0.06649811659506759,deepar_exog__hs80__nl2__do0.1__lr0.0005__bs32
