MAE,RMSE,sMAPE,WAPE,Store,model
160551.58314321504,208624.33698792974,10.396294509677947,0.10021887563860221,1,sarimax_exog
175073.8376327545,221230.3562459396,9.456109039826194,0.09155135844071809,2,sarimax_exog
74595.20640904708,88439.20283943617,19.522940765346114,0.175852480969666,3,sarimax_exog
200493.95047410694,247746.04588406906,9.648212605511496,0.09215621672888545,4,sarimax_exog
40079.63123503841,48845.002686551576,12.498371435986115,0.1204074020118092,5,sarimax_exog
164889.08783171314,217347.19815566248,11.237873365660716,0.10553577438124362,6,sarimax_exog
232333.2612832524,250472.6616576999,50.91586491214475,0.3949605865150245,7,sarimax_exog
103850.9456843757,134126.0130163549,11.781419565289886,0.11265536141199214,8,sarimax_exog
74189.81246344688,92878.5509627256,13.91496877666305,0.13141736307219057,9,sarimax_exog
152852.83089293816,199393.8204371953,8.394874779490086,0.08334433330732215,10,sarimax_exog
182162.25757534264,207663.0205152153,12.80915992375667,0.13337587732433934,11,sarimax_exog
130390.51296928241,149605.94790173185,13.375061904872583,0.12783567479005215,12,sarimax_exog
354314.54209337407,373599.5430974904,19.046749021948493,0.17381216610700528,13,sarimax_exog
544974.2837931336,580562.3737980609,35.93196774117869,0.3014685956000476,14,sarimax_exog
270755.33085087966,283261.8993246142,61.01219658420989,0.4611420625166748,15,sarimax_exog
195573.65399893594,210595.13383911402,48.63863086532848,0.37945242432634285,16,sarimax_exog
177421.7965166089,242074.91596734963,16.862245242261686,0.18887589696230317,17,sarimax_exog
514431.51394342794,536786.6638868978,66.27969247569793,0.48592334459780046,18,sarimax_exog
373200.6874831411,395691.23935056844,31.157343032022943,0.26830689130284135,19,sarimax_exog
606719.0843864633,629706.0430701593,33.76042254291175,0.28751767109372683,20,sarimax_exog
95604.63353964416,111609.40279435908,12.908300340594097,0.13451796834849,21,sarimax_exog
424430.75130800344,442726.11950443115,54.39133471905087,0.42203517372031685,22,sarimax_exog
786539.6719927393,821099.9728632276,79.8016016076361,0.5638650709625669,23,sarimax_exog
343959.53615973965,363375.93813965615,29.15658537323744,0.2551728797265601,24,sarimax_exog
156148.63281160622,165335.03945322082,25.3612032009179,0.22508931731988216,25,sarimax_exog
293233.2104809397,305280.70006551436,33.6955645525723,0.2894498073730391,26,sarimax_exog
615538.0738008026,646894.9016439307,44.70896979403966,0.3632498451499601,27,sarimax_exog
310944.9439782034,380333.84812355286,22.130075763808343,0.24042524867386322,28,sarimax_exog
243390.20098262728,254556.22929422234,61.73494713983894,0.4633288155656256,29,sarimax_exog
35880.84192429829,46616.58475138864,7.760440726013121,0.08221912591443128,30,sarimax_exog
175486.8983108486,209383.47222236727,11.804206272466061,0.12563946319471386,31,sarimax_exog
299071.71670683654,319416.2758923655,29.387586821811663,0.2536837640911248,32,sarimax_exog
18141.49508765643,22795.678497014414,6.784181560711686,0.06798337094815332,33,sarimax_exog
110025.8108353353,132096.05539602242,11.003061724425507,0.11265969407115568,34,sarimax_exog
430292.2175339782,446319.88343465456,70.86564339818884,0.513470387766357,35,sarimax_exog
47943.41165320358,56965.10898482225,14.506634777611774,0.15583356434743056,36,sarimax_exog
36999.30985353284,44939.37902027895,6.7961969033003,0.07056034414865874,37,sarimax_exog
93199.0233593157,119079.86239391912,18.70521873106083,0.21493183233542418,38,sarimax_exog
127327.54797990635,158251.8834489166,8.298246218425069,0.08231994679272474,39,sarimax_exog
398433.58836952865,411650.4512298548,52.00592925345016,0.4104774140695394,40,sarimax_exog
617793.2006628389,658676.1140950972,61.19571038544071,0.460254231464058,41,sarimax_exog
54573.29254182475,68518.25506110978,9.222604101330726,0.09446288361968068,42,sarimax_exog
64030.94810969863,74589.27924736569,9.752666672896266,0.10220297074705469,43,sarimax_exog
11648.72605062452,13885.517140542492,3.549600649182977,0.035150483197205346,44,sarimax_exog
151438.32550703012,163611.01064434112,21.958445695594953,0.19681432322571366,45,sarimax_exog
