model,Store,MAE,RMSE,sMAPE
transformer_exog,1,344592.1523788291,364056.23209931713,23.97179213348962
transformer_exog,2,303875.27139778406,340139.96485055715,17.27706162804063
transformer_exog,3,45950.88392439386,63467.49870079882,11.065437746059603
transformer_exog,4,391780.3116458914,431391.34723474144,19.919038905307104
transformer_exog,5,80922.82085758445,93328.75423995437,21.653514691475443
transformer_exog,6,219651.0427321622,256087.19632237274,14.976926208278055
transformer_exog,7,154055.15501823506,182868.7449181725,29.59570342844957
transformer_exog,8,171230.38597964382,183787.65134594587,20.50509886192411
transformer_exog,9,65179.594757235536,83476.55172322576,12.337097346202512
transformer_exog,10,255933.3504213695,311567.2917993068,14.85880058774825
transformer_exog,11,260950.06510159755,282492.5497510984,21.01975721105416
transformer_exog,12,605383.7051869339,608004.2266497208,85.12710494320517
transformer_exog,13,366302.6704418758,395576.2328510386,19.859487375918498
transformer_exog,14,246312.1828372068,298566.55909872684,13.954522109251679
transformer_exog,15,230218.28812426157,239458.59065416877,49.33101377219881
transformer_exog,16,62590.8042913522,77741.46034158641,12.605817793755552
transformer_exog,17,270964.2698789868,293724.75182035466,33.56239379058947
transformer_exog,18,414618.960585182,428827.2478559526,49.301693010446705
transformer_exog,19,347868.803771306,368507.8843639478,28.67765585427228
transformer_exog,20,337983.18988880585,390197.946710454,17.34279414735677
transformer_exog,21,141304.90576764257,156956.3331741331,22.277271852573765
transformer_exog,22,328040.3940447184,340799.6253849808,39.269086708408686
transformer_exog,23,190254.62591760067,218258.05441460476,14.445342091462043
transformer_exog,24,450631.9759004848,469104.4947715587,40.17859412353681
transformer_exog,25,203853.45395178214,210910.6669038612,34.64247356052417
transformer_exog,26,361765.2917380345,377594.02479748795,43.48086581347842
transformer_exog,27,316293.2925536896,337322.5481889558,20.43748739421432
transformer_exog,28,617134.3202512851,632073.7995535719,62.597270560711735
transformer_exog,29,219154.89706138283,227800.82361304425,53.47520611792366
transformer_exog,30,57046.988630827735,70224.87665114275,13.500790043432408
transformer_exog,31,242993.6735077624,255047.29813129667,19.075202299334194
transformer_exog,32,356013.22306865576,363742.5465828371,35.716930338419765
transformer_exog,33,51981.95047403995,63835.273290878205,18.289500845021315
transformer_exog,34,402443.0238569024,408384.71208367374,52.237746294785474
transformer_exog,35,377120.64021318,389042.20674147067,58.45869828802723
transformer_exog,36,78977.61295305988,98519.50198690259,22.051460857803956
transformer_exog,37,90868.15772106826,105491.65784271414,19.49644728256246
transformer_exog,38,200389.13355637027,209213.01240273495,61.6789112997608
transformer_exog,39,343559.89565084677,355142.4923309371,24.930075863602905
transformer_exog,40,182710.00860812486,202468.13649789835,20.761859366468272
transformer_exog,41,324289.09318596416,341173.4456251978,27.401315099806688
transformer_exog,42,193818.8475827973,205136.02827973446,40.77770581808282
transformer_exog,43,219969.27896300488,226229.73304313814,42.93246469398957
transformer_exog,44,66601.18296877039,79638.47450363345,17.659021033869205
transformer_exog,45,315583.8761630347,319906.0314995405,52.10178896203333
