MAE,RMSE,sMAPE,WAPE,Store,model
120118.80012820513,142048.74094591074,7.632563181034975,0.07498008338646171,1,deepar_exog
114726.5285897436,137607.10903273607,6.1193043852777,0.059993941319841364,2,deepar_exog
37698.60955128205,42294.28915478728,9.182406889513286,0.0888715822079375,3,deepar_exog
89686.03384615383,106505.10632753815,4.195118769799543,0.041223815247970384,4,deepar_exog
24142.264679487176,28517.172292827592,7.395862222938907,0.07252829627327605,5,deepar_exog
91183.18038461536,122355.48844913718,5.82433255464821,0.05836097269369572,6,deepar_exog
81953.0728846154,96927.29764790191,14.040938563373958,0.1393181224007098,7,deepar_exog
45869.51006410255,59729.40172001667,5.01206305089637,0.049758297336717675,8,deepar_exog
30117.416666666668,39092.94395635034,5.364211885799137,0.0533489888902179,9,deepar_exog
75474.56307692303,93899.45833396535,4.035637750394811,0.04115316088397156,10,deepar_exog
72849.08512820513,98979.02010840231,5.311849895184871,0.05333876935089673,11,deepar_exog
49664.791025641025,66249.54443757799,4.876261292850897,0.04869167188233578,12,deepar_exog
165959.67115384617,182367.04677639029,8.469487596685553,0.08141300032233624,13,deepar_exog
166932.62307692308,196253.0761728837,9.229179511155145,0.09234370306165658,14,deepar_exog
54747.51810897436,65171.77670680694,9.55192233438865,0.09324427090355629,15,deepar_exog
47809.871794871804,56929.60849395042,9.365239469543589,0.09276081613423479,16,deepar_exog
127025.34378205128,149227.5866130964,14.248494349964202,0.13522592046087134,17,deepar_exog
160670.24653846154,170779.01292730347,16.354873961359583,0.15176640905383598,18,deepar_exog
168806.21000000002,191844.69678904169,12.813365365954049,0.12136062702124745,19,deepar_exog
172768.3619230769,213043.01210969625,8.37702204852956,0.08187307493225357,20,deepar_exog
42056.95467948718,49699.372710434036,5.887686107551606,0.059175124561961605,21,deepar_exog
73842.08487179487,91699.58117024973,7.53520884547575,0.07342530441231644,22,deepar_exog
116228.96628205129,150417.637330704,8.519407022912768,0.08332377457133483,23,deepar_exog
191848.29846153845,211520.96506728345,15.130348381315056,0.14232628446834575,24,deepar_exog
46752.692820512806,60311.938762245365,6.847305532960079,0.0673943250116833,25,deepar_exog
153593.34429487181,168411.2025713944,16.28004944436247,0.15161162627867242,26,deepar_exog
154025.418974359,184529.73488428874,9.345271033221373,0.09089561145440989,27,deepar_exog
95007.29153846155,123893.88538459475,7.182311427429115,0.07346043772805652,28,deepar_exog
44319.625352564115,56366.03385780967,8.665127465561453,0.08436888353767998,29,deepar_exog
29385.71458333333,33539.42282083276,6.982677739593935,0.06733587167519824,30,deepar_exog
43913.77935897437,55818.964533956954,3.158478780542214,0.03143997482786192,31,deepar_exog
123663.06410256412,131692.67573558926,11.060608110252614,0.10489561475762045,32,deepar_exog
27675.6974198718,31824.72486950675,10.763815018751007,0.10371180516561553,33,deepar_exog
82228.29032051285,89651.36650373203,8.765593329522206,0.0841967349403803,34,deepar_exog
110495.30878205127,124624.64807275569,13.892615301394631,0.1318547413472637,35,deepar_exog
28581.5183974359,31111.099823881057,9.000600111589135,0.09290035341146782,36,deepar_exog
29192.224839743583,35599.387976766215,5.730278728166274,0.05567167169634793,37,deepar_exog
51446.6151602564,57626.70093238507,12.58698244793478,0.11864411090681312,38,deepar_exog
148710.20794871796,176173.5775217763,9.953582632604123,0.09614428770595176,39,deepar_exog
80580.05147435897,99604.4960811185,8.541380742874216,0.0830158202528561,40,deepar_exog
153608.90679487181,170317.30384338886,12.023177142424752,0.11443821211864058,41,deepar_exog
37674.40294871794,47273.694437763275,6.4966862447541605,0.06521198511997829,42,deepar_exog
51317.5405448718,57701.595918924,8.524866618065996,0.08191047063886762,43,deepar_exog
39557.99076923077,42428.592310935834,12.675268463523732,0.1193677732488612,44,deepar_exog
55416.635448717956,68005.28479305237,7.351338174653742,0.07202131669620976,45,deepar_exog
