model,Store,MAE,RMSE,sMAPE
deepar_exog,1,253196.35256410262,265588.8077206087,16.998097892229843
deepar_exog,2,122705.96448717949,151711.03174953867,6.535925071840732
deepar_exog,3,40259.985352564094,45982.87915817382,9.827675181105173
deepar_exog,4,286962.8471794872,316450.96518906683,14.290945807705283
deepar_exog,5,33981.699038461535,38072.809402073,10.633614856472954
deepar_exog,6,180274.82076923078,202287.97593711133,12.047001754433962
deepar_exog,7,76404.49794871795,93643.14156277516,12.963268506351094
deepar_exog,8,46710.56442307691,64901.64731978073,5.086988204882857
deepar_exog,9,35759.74798076923,45980.266909402715,6.38433376150207
deepar_exog,10,88234.72397435893,104233.19013107714,4.736495263338242
deepar_exog,11,88086.09769230771,114500.28227178378,6.485067766357465
deepar_exog,12,88501.86679487179,107063.85178752105,8.834698191849933
deepar_exog,13,346179.8282051282,356125.1647034724,18.511498510920774
deepar_exog,14,195162.60217948718,242611.70814418394,10.730110292392224
deepar_exog,15,45903.54842948718,57553.94471062742,7.889449434904025
deepar_exog,16,45435.560128205136,53822.51539726227,8.837933663281838
deepar_exog,17,126297.79730769231,146263.5334481078,14.118515782668101
deepar_exog,18,120612.28217948717,137126.95684472995,12.062680534063782
deepar_exog,19,127934.27743589741,155329.1959629537,9.547402121066622
deepar_exog,20,128661.70025641029,197609.62161364543,6.187204129255699
deepar_exog,21,53550.824935897435,64183.265627699155,7.437100222333447
deepar_exog,22,97808.10737179486,117114.9576581094,10.127500693502018
deepar_exog,23,175885.06089743585,206577.55438674742,13.181274072867682
deepar_exog,24,111178.29769230771,131673.57912890497,8.415654868743603
deepar_exog,25,30514.409166666668,38902.007376827445,4.3244772727348755
deepar_exog,26,136241.90237179486,147305.03276830132,14.292178724112736
deepar_exog,27,175053.63358974358,215982.4410811127,10.876061866282491
deepar_exog,28,103386.71717948717,145454.77347808977,7.772408040177309
deepar_exog,29,38588.21551282052,50660.87252627772,7.447067153378198
deepar_exog,30,27004.49217948718,30711.51236684768,6.396607996598351
deepar_exog,31,59773.00564102566,74472.46861482898,4.317302582507503
deepar_exog,32,101084.13942307695,111091.28137153892,8.935033145951994
deepar_exog,33,29273.095176282066,33122.05022908235,11.397829081589967
deepar_exog,34,112149.96903846155,117248.4094534743,12.178929389160876
deepar_exog,35,53709.90346153846,67275.00784791795,6.481474022408656
deepar_exog,36,29180.704711538467,35810.31905626575,9.188685387216026
deepar_exog,37,25371.78387820513,29470.37106800115,4.957477567871061
deepar_exog,38,65645.48214743589,69135.5418863758,16.309180698150886
deepar_exog,39,133999.97717948718,161776.06248240088,8.90256950081989
deepar_exog,40,64461.738461538465,86146.26667016429,6.73001883926622
deepar_exog,41,220664.55423076922,236729.58863305536,17.739752016096524
deepar_exog,42,84472.18891025643,93332.32398090653,15.48200326824292
deepar_exog,43,33367.83115384616,39809.868959532054,5.402589974655804
deepar_exog,44,60029.552467948706,61459.90789651018,19.92295940120978
deepar_exog,45,60255.148269230776,72118.41805609393,8.009964828152325
