MAE,RMSE,sMAPE,WAPE,Store,model
133386.93487864672,184637.05238531972,8.573230126221821,0.08326226609981802,1,lstm_exog
121778.98167342722,172701.2080804447,6.625223595446209,0.06368188047100709,2,lstm_exog
42635.60912765297,60226.83135085541,9.462525723133934,0.1005101802606097,3,lstm_exog
192099.7344187837,248592.1703625197,9.308810674203114,0.08829784996901974,4,lstm_exog
58610.00473569911,79810.34334028029,15.509765661476361,0.1760764304626617,5,lstm_exog
102171.66920609307,141765.70533845626,6.682362693978119,0.06539405591529655,6,lstm_exog
73035.21288582037,89781.9273457728,12.329743334624906,0.12415798908131902,7,lstm_exog
83394.60424890266,118109.27515194264,9.410587542635195,0.09046474463528774,8,lstm_exog
52989.56102666197,74726.98600524751,9.355135233303246,0.09386394370396685,9,lstm_exog
110991.57538924947,160450.46105335324,6.159871461875088,0.06051912025120208,10,lstm_exog
109588.13042710778,150331.55625439793,8.159039110743377,0.0802384271835468,11,lstm_exog
77242.86525245004,125559.58720778581,7.8385541191337875,0.07572938841486303,12,lstm_exog
145655.1265297707,192943.9372593035,7.516626865074132,0.07145242443946195,13,lstm_exog
170434.68121859574,221282.033203434,9.544651287659653,0.09428096979345806,14,lstm_exog
64691.29451268016,85028.00100402047,10.688573682800344,0.11018020175152556,15,lstm_exog
38613.186060465254,58574.41165613324,7.221972752501501,0.07491738668280648,16,lstm_exog
90346.49951780748,122747.37028314942,10.096118680203448,0.09617914184649093,17,lstm_exog
80432.64777405142,108656.76183703434,7.775339433511364,0.07597532453177427,18,lstm_exog
107078.97824901309,140022.33975121,7.776437565166977,0.07698278363749025,19,lstm_exog
193944.95911928793,255677.62022204514,9.541246976890983,0.09190843736642129,20,lstm_exog
52828.108036486374,80226.20638199766,7.436289475114186,0.07433039071077993,21,lstm_exog
75699.58884709496,109131.13161537526,7.661785375034048,0.0752723242394285,22,lstm_exog
122422.62480819202,158896.06937434681,8.798246470146788,0.08776396726436467,23,lstm_exog
103408.19077977075,132662.9130273579,7.912455959225422,0.07671531984021848,24,lstm_exog
59494.81609628491,85733.71889536307,8.637920385726094,0.08576218246714826,25,lstm_exog
75592.81432978975,103024.99744167931,7.792019006183969,0.0746174879395722,26,lstm_exog
110057.63831346728,140019.3348133374,6.667092310809087,0.06494873636017344,27,lstm_exog
144286.43989563212,202547.88600606206,11.176524308005563,0.11156349014186086,28,lstm_exog
56756.47526785271,78116.43602605174,10.448102940257378,0.1080442448190876,29,lstm_exog
34154.79463798925,49304.76507337845,7.475726372312926,0.07826397627031989,30,lstm_exog
95632.12802543555,133394.39474951805,6.987624017946196,0.06846761407795135,31,lstm_exog
77486.91161540143,107677.29694091181,6.893864215307742,0.06572728315081755,32,lstm_exog
74524.40996971847,110940.78769818095,22.198231358339154,0.2792724956341028,33,lstm_exog
66589.39876999866,99436.58816190428,7.081230692186305,0.0681834674687165,34,lstm_exog
66871.54222396103,94929.22412127935,8.111777006312366,0.07979822854583743,35,lstm_exog
73682.60892456149,93635.03734703381,20.306142426770332,0.23949533800782344,36,lstm_exog
41894.51715832809,53882.530544502704,7.984318819856755,0.07989585644531311,37,lstm_exog
82682.66779888465,117725.83515373118,17.00539877767739,0.19067943688509842,38,lstm_exog
106838.97625036222,137997.8795379892,7.103128465269603,0.06907365279434222,39,lstm_exog
99756.85547285847,119097.15537258475,10.584626563295952,0.10277229948854216,40,lstm_exog
107088.01462134291,131358.30212305373,8.378575113168322,0.07978027569043578,41,lstm_exog
65789.49942825212,83951.67025573766,11.676478282131788,0.11387742132518641,42,lstm_exog
44979.53050898988,62024.190231123284,7.3043290358224775,0.0717940586003949,43,lstm_exog
55677.28150480425,72844.56427313437,15.070558986379424,0.16800835898237723,44,lstm_exog
55381.33828983637,80216.55356659609,7.210400203524904,0.07197544332555667,45,lstm_exog
